1073,SCIENCE A HEAD 2,SUMITRA SIROMANI,,NEWDELHI,90,YES,8,328,,2011,1,,BOOK,155,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1074,SCIENCE IN EVERYDAY LIFE,VAISHALI GUPTA,,NEWDELHI,90,YES,8,334,,2008,1,,BOOK,115,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1075,SCIENCE IN EVERYDAY LIFE CLASS-5,VAISHALI GUPTA,,NEWDELHI,90,YES,8,334,,2008,1,,BOOK,121,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1076,NEW SCIENCE IN EVERYDAY LIFE 5,VAISHALI GUPTA,,NEWDELHI,90,YES,8,334,,2008,1,,BOOK,175,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1077,GENERAL SCIENCE BOOK 3,VINEETA KUMAR,,HYDERABAD,90,YES,8,388,,2008,1,,BOOK,80,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1078,GENERAL SCIENCE BOOK 3,CHITRA SHASTRI,,HYDERABAD,90,YES,8,388,,2008,1,,BOOK,85,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
1079,CHEMISTRY PART 3 FOR CLASS 8,R.GOEL,,NEWDELHI,4,YES,8,330,,2009,1,,BOOK,135,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,4,,PURCHASE,,          ,0,,,,1,
108,MY STUDIO CLASS 4 MATH,CHRYSALIS,,,11,YES,2,331,,2010,1,,BOOK,150,0,RUPEES,,2017-06-19 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,12,,PURCHASE,,          ,0,,,,1,
1080,CHEMISTRY FOR CLASS 8,R.GOEL,,NEWDELHI,4,YES,8,330,,2015,1,,BOOK,250,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,4,,PURCHASE,,          ,0,,,,1,
1081,NEW PRIMARY SCIENCE 5,FRANCIS FANTHOMA,,NEWDELHI,90,YES,8,345,,2010,1,,BOOK,115,0,RUPEES,,2017-08-03 00:00:00.000,,,,,,,Hard Binding,ENGLISH,,Paper,59,,PURCHASE,,          ,0,,,,1,
